id,source,grade,semester,unit,difficulty,problem,answer,hint1,hint2,hint3,next_question
p_0306,generated,5,1,규칙과 대응,중간,"민준이는 공책을 한 권에 500원씩 사고, 연필 한 자루를 300원씩 샀습니다. 공책을 2권 사면 총 1300원이 들었습니다. 이때 민준이가 산 연필의 자루 수는 몇 자루인지 구하시오. (단, 공책과 연필만 구매했습니다.)",2,공책 가격과 연필 가격을 각각 계산해보세요.,총 금액에서 공책 가격을 빼면 연필 구매 금액을 알 수 있습니다.,연필 구매 금액을 연필 한 자루 가격으로 나누면 자루 수가 나옵니다.,공책을 3권 사고 연필을 1자루 샀을 때 총 금액은 얼마인가요?
p_0307,generated,5,1,규칙과 대응,중간,학교 운동장에 있는 나무 한 그루당 새집이 3개씩 달려 있습니다. 새집이 총 27개라면 운동장에 있는 나무는 몇 그루인지 구하시오.,9,새집 한 개당 나무 몇 그루가 필요한지 생각해보세요.,총 새집 수를 새집 한 개당 필요한 나무 수로 나누면 됩니다.,나눗셈으로 총 나무 수를 구할 수 있습니다.,나무 한 그루당 새집이 4개씩 달릴 때 새집 36개가 있다면 나무는 몇 그루인가요?
p_0308,generated,5,1,규칙과 대응,중간,"버스 요금은 어른 1인당 1200원, 어린이 1인당 800원입니다. 어른 2명과 어린이가 함께 타서 총 3200원을 냈다면, 버스에 탄 어린이는 몇 명인지 구하시오.",2,어른의 총 요금을 먼저 계산해보세요.,총 요금에서 어른 요금을 빼면 어린이 요금을 알 수 있습니다.,어린이 요금을 어린이 1인 요금으로 나누면 인원 수가 나옵니다.,어른 3명과 어린이가 타서 총 4400원을 냈다면 어린이는 몇 명인가요?
p_0309,generated,5,1,규칙과 대응,어려움,학교 운동장에 있는 나무 한 그루당 새 둥지가 3개씩 있습니다. 나무가 5그루일 때 새 둥지는 총 몇 개일까요? 또 나무가 8그루라면 새 둥지는 몇 개인지 대응 관계를 식으로 나타내고 답을 구하세요.,24,나무 한 그루당 새 둥지 개수를 먼저 확인하세요.,대응 관계를 곱셈식으로 표현해 보세요.,8그루일 때 계산식을 세워보세요.,나무 10그루일 때 새 둥지 수는 몇 개인가요?
p_0310,generated,5,1,규칙과 대응,어려움,도서관에서 책 한 권당 책갈피가 5개씩 들어 있습니다. 책 4권에는 책갈피가 몇 개 있을까요? 또 책 7권일 때 책갈피 수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,35,책 한 권당 책갈피 개수를 먼저 생각해 보세요.,대응 관계를 곱셈식으로 표현해 보세요.,7권일 때 계산식을 세워보세요.,책 9권일 때 책갈피 수는 몇 개인가요?
p_0311,generated,5,1,규칙과 대응,어려움,한 상자에 연필 10자루가 들어 있습니다. 연필 3상자에는 몇 자루가 있을까요? 또 연필 6상자일 때 연필 수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,60,상자 한 개당 연필 개수를 먼저 확인하세요.,대응 관계를 곱셈식으로 표현해 보세요.,6상자일 때 계산식을 세워보세요.,연필 8상자일 때 연필 수는 몇 자루인가요?
p_0312,generated,5,1,규칙과 대응,어려움,한 병에 음료수 500mL가 들어 있습니다. 음료수 2병에는 몇 mL가 있을까요? 또 음료수 4병일 때 양을 대응 관계로 나타내는 식을 세우고 답을 구하세요.,2000,병 한 개당 음료수 양을 먼저 생각해 보세요.,대응 관계를 곱셈식으로 표현해 보세요.,4병일 때 계산식을 세워보세요.,음료수 6병일 때 양은 몇 mL인가요?
p_0313,generated,5,1,규칙과 대응,어려움,한 다스에 계란 12개가 들어 있습니다. 계란 3다스는 몇 개일까요? 또 계란 5다스일 때 개수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,60,다스 한 개당 계란 개수를 먼저 확인하세요.,대응 관계를 곱셈식으로 표현해 보세요.,5다스일 때 계산식을 세워보세요.,계란 7다스일 때 개수는 몇 개인가요?
p_0314,generated,5,1,규칙과 대응,어려움,한 상자에 사과 20개가 들어 있습니다. 사과 3상자에는 몇 개가 있을까요? 또 사과 5상자일 때 개수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,100,상자 한 개당 사과 개수를 먼저 생각해 보세요.,대응 관계를 곱셈식으로 표현해 보세요.,5상자일 때 계산식을 세워보세요.,사과 6상자일 때 개수는 몇 개인가요?
p_0315,generated,5,1,규칙과 대응,어려움,한 묶음에 연필 15자루가 들어 있습니다. 연필 4묶음에는 몇 자루가 있을까요? 또 연필 7묶음일 때 개수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,105,묶음 한 개당 연필 개수를 먼저 확인하세요.,대응 관계를 곱셈식으로 표현해 보세요.,7묶음일 때 계산식을 세워보세요.,연필 9묶음일 때 개수는 몇 자루인가요?
p_0316,generated,5,1,규칙과 대응,어려움,한 팩에 과자 8개가 들어 있습니다. 과자 5팩에는 몇 개가 있을까요? 또 과자 9팩일 때 개수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,72,팩 한 개당 과자 개수를 먼저 생각해 보세요.,대응 관계를 곱셈식으로 표현해 보세요.,9팩일 때 계산식을 세워보세요.,과자 10팩일 때 개수는 몇 개인가요?
p_0317,generated,5,1,규칙과 대응,어려움,한 상자에 볼펜 25자루가 들어 있습니다. 볼펜 2상자에는 몇 자루가 있을까요? 또 볼펜 4상자일 때 개수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,100,상자 한 개당 볼펜 개수를 먼저 확인하세요.,대응 관계를 곱셈식으로 표현해 보세요.,4상자일 때 계산식을 세워보세요.,볼펜 6상자일 때 개수는 몇 자루인가요?
p_0318,generated,5,1,규칙과 대응,어려움,한 다스에 크레파스 12개가 들어 있습니다. 크레파스 3다스는 몇 개일까요? 또 크레파스 7다스일 때 개수를 대응 관계로 나타내는 식을 세우고 답을 구하세요.,84,다스 한 개당 크레파스 개수를 먼저 생각해 보세요.,대응 관계를 곱셈식으로 표현해 보세요.,7다스일 때 계산식을 세워보세요.,크레파스 10다스일 때 개수는 몇 개인가요?
p_0319,generated,5,1,약분과 통분,중간,"민준이는 피자 3조각을 먹었고, 지훈이는 같은 피자의 6조각 중 4조각을 먹었습니다. 누가 더 많은 피자를 먹었는지 비교하시오. (단, 피자는 모두 같은 크기로 잘렸습니다.)",지훈,각 사람이 먹은 피자 양을 분수로 나타내 보세요.,두 분수를 비교하기 위해 통분해 보세요.,통분한 후 분자만 비교하면 됩니다.,"피자 5조각을 2명이 나눠 먹을 때, 한 사람이 3조각을 먹으면 다른 사람은 몇 조각을 먹어야 공평하게 나눠지는지 구하시오."
p_0320,generated,5,1,약분과 통분,중간,"색종이 1장을 5등분하여 2조각을 사용하고, 다른 색종이 1장을 10등분하여 4조각을 사용했을 때, 어느 색종이를 더 많이 사용했는지 비교하시오.",다른 색종이,각 색종이의 사용 부분을 분수로 나타내 보세요.,분수를 약분하거나 통분하여 비교하세요.,분모가 다른 경우 공통분모를 찾아야 합니다.,"색종이 1장을 8등분했을 때, 3조각을 사용하면 남은 조각은 몇 조각인지 구하시오."
p_0321,generated,5,1,약분과 통분,중간,"사과 1개를 3명이 나눠 먹는데, 영희는 1/3을, 철수는 2/6을 먹었습니다. 누가 더 많이 먹었는지 비교하시오.",같음,철수가 먹은 분수를 약분해 보세요.,두 분수를 통분하지 않고도 비교할 수 있나요?,분모가 다른 경우 약분 후 비교하세요.,"사과 1개를 4명이 나눠 먹을 때, 한 사람이 1/4을 먹으면 남은 사과는 얼마인지 구하시오."
p_0322,generated,5,1,약분과 통분,중간,"민지는 5/10미터, 지희는 1/2미터를 걸었습니다. 누가 더 많이 걸었는지 비교하시오.",같음,민지가 걸은 거리를 약분해 보세요.,분수를 소수로 변환해 비교할 수도 있습니다.,"1/2 = 0.5, 5/10 = 0.5로 같습니다.",3/4미터와 6/8미터 중 더 긴 거리는 얼마인지 구하시오.
p_0323,generated,5,1,약분과 통분,중간,"빵 1개를 4조각으로 나눈 후 1조각을 먹고, 다른 빵 1개를 8조각으로 나눈 후 2조각을 먹었을 때, 어느 빵을 더 많이 먹었는지 비교하시오.",같음,각 빵의 먹은 부분을 분수로 나타내 보세요.,두 분수를 통분하거나 약분하여 비교하세요.,1/4 = 2/8임을 확인할 수 있습니다.,"빵 1개를 6조각으로 나눌 때, 4조각을 먹으면 남은 조각은 몇 조각인지 구하시오."
p_0324,generated,5,1,약분과 통분,중간,"물통 A에 물을 3/6 채웠고, 물통 B에는 1/2 채웠습니다. 어느 물통에 물이 더 많이 들어있는지 비교하시오.",같음,물통 A의 분수를 약분해 보세요.,분모가 다른 경우 통분하여 비교하세요.,1/2 = 3/6임을 알 수 있습니다.,"물통 C에 물을 2/4 채웠을 때, 이는 기약분수로 나타내면 어떻게 되는지 구하시오."
p_0325,generated,5,1,약분과 통분,중간,"철사는 4/8미터, 영희는 1/2미터를 사용했습니다. 누가 더 많은 철사를 사용했는지 비교하시오.",같음,철사가 사용한 철사의 길이를 약분해 보세요.,분수를 소수로 변환해 비교할 수도 있습니다.,"1/2 = 0.5, 4/8 = 0.5로 같습니다.",3/6미터와 2/4미터 중 더 긴 길이는 얼마인지 구하시오.
p_0326,generated,5,1,약분과 통분,중간,"사과 1개를 6조각으로 나눈 후 2조각을 먹고, 다른 사과 1개를 3조각으로 나눈 후 1조각을 먹었을 때, 어느 사과를 더 많이 먹었는지 비교하시오.",같음,첫 번째 사과의 먹은 부분을 약분해 보세요.,두 분수를 통분하지 않고도 비교할 수 있나요?,1/3 = 2/6임을 알 수 있습니다.,"사과 1개를 5조각으로 나눌 때, 3조각을 먹으면 남은 조각은 몇 조각인지 구하시오."
p_0327,generated,5,1,약분과 통분,중간,"민수는 2/4시간, 지영이는 1/2시간 동안 숙제를 했습니다. 누가 더 오래 숙제를 했는지 비교하시오.",같음,민수가 숙제한 시간을 약분해 보세요.,분수를 소수로 변환해 비교할 수도 있습니다.,"1/2 = 0.5, 2/4 = 0.5로 같습니다.",3/6시간과 2/4시간 중 더 긴 시간은 얼마인지 구하시오.
p_0328,generated,5,1,약분과 통분,중간,"색테이프 1미터를 8등분하여 4조각을 사용하고, 다른 색테이프 1미터를 4등분하여 2조각을 사용했을 때, 어느 색테이프를 더 많이 사용했는지 비교하시오.",같음,각 색테이프의 사용 부분을 분수로 나타내 보세요.,두 분수를 약분하여 비교하세요.,1/2 = 4/8 = 2/4임을 알 수 있습니다.,"색테이프 1미터를 5등분했을 때, 3조각을 사용하면 남은 길이는 얼마인지 구하시오."
p_0329,generated,5,1,약분과 통분,어려움,"민준이는 12/16과 3/4 중 더 큰 수를 찾기 위해 두 분수를 비교하려고 합니다. 두 분수를 기약분수로 바꾼 후, 어떤 분수가 더 큰지 설명하세요.","=""3/4""",12/16을 약분할 수 있는지 확인하세요.,분자와 분모의 최대공약수를 찾아 약분하세요.,기약분수로 바꾼 후 분모를 비교하세요.,5/10과 1/2 중 더 큰 분수는 무엇인가요?
p_0330,generated,5,1,약분과 통분,어려움,"민아는 7/9와 5/6 중 더 작은 분수를 찾기 위해 두 분수를 비교하려고 합니다. 두 분수를 통분한 후, 어떤 분수가 더 작은지 설명하세요.","=""5/6""",9와 6의 최소공배수를 계산하세요.,각 분수를 18을 분모로 하는 분수로 바꾸세요.,통분한 분수의 분자를 비교하세요.,3/5와 7/10 중 더 큰 분수는 무엇인가요?
p_0331,generated,5,1,약분과 통분,어려움,"현수는 1과 1/2와 5/4 중 더 큰 수를 찾기 위해 두 수를 비교하려고 합니다. 두 수를 분수로 표현한 후, 어떤 수가 더 큰지 설명하세요.","=""5/4""",1과 1/2을 가분수로 바꾸세요.,두 분수의 공통분모를 찾으세요.,통분한 후 분자만 비교하세요.,2와 1/3과 7/3 중 더 큰 수는 무엇인가요?
p_0332,generated,5,1,약분과 통분,어려움,"준혁이는 15/20과 3/5 중 더 작은 분수를 찾기 위해 두 분수를 비교하려고 합니다. 두 분수를 기약분수로 바꾼 후, 어떤 분수가 더 작은지 설명하세요.","=""3/5""",15/20을 약분할 수 있는지 확인하세요.,두 분수를 기약분수로 바꾼 후 통분하세요.,통분한 분수의 분자를 비교하세요.,10/15와 2/3 중 더 큰 분수는 무엇인가요?
p_0333,generated,5,1,약분과 통분,어려움,"지우개는 3/4kg, 연필은 9/12kg입니다. 두 물건의 무게를 비교하기 위해 기약분수로 바꾼 후, 어떤 것이 더 무거운지 설명하세요.","=""3/4kg""",9/12를 약분할 수 있는지 확인하세요.,분자와 분모의 최대공약수를 찾아 약분하세요.,기약분수로 바꾼 후 비교하세요.,5/10kg과 1/2kg 중 더 무거운 것은 무엇인가요?
p_0334,generated,5,1,약분과 통분,어려움,"민준이는 12/16m의 리본을 가지고 있고, 서연이는 3/4m의 리본을 가지고 있습니다. 두 사람이 가진 리본의 길이를 비교하려고 할 때, 누구의 리본이 더 긴지 비교하려면 어떻게 해야 할까요? (단, 리본의 길이를 비교하기 위해 필요한 과정을 모두 서술하시오.)",서연이의 리본이 더 깁니다.,12/16을 약분할 수 있는지 확인해 보세요.,분자와 분모의 공약수를 찾아 약분해 보세요.,약분한 후 두 분수의 크기를 비교해 보세요.,민준이가 12/16m의 리본을 3등분하면 각 조각의 길이는 얼마인가요?
p_0335,generated,5,1,약분과 통분,어려움,3/5와 9/15 중 어떤 분수가 더 큰지 비교하려고 합니다. 두 분수가 같은지 다른지 확인하는 방법을 설명하시오.,두 분수의 크기는 같습니다.,9/15를 약분할 수 있는지 확인해 보세요.,분자와 분모의 공약수를 찾아 약분해 보세요.,약분한 후 두 분수의 크기를 비교해 보세요.,3/5와 12/20의 크기도 같은지 확인해 보세요.
p_0336,generated,5,1,약분과 통분,어려움,1과 3/5와 13/10 중 더 큰 수를 찾으려면 어떻게 해야 할까요? (분수와 대분수의 크기 비교 과정을 서술하시오.),"=""13/10""",대분수를 가분수로 먼저 변환해야 합니다.,두 분수를 통분하여 같은 분모로 만들어 보세요.,통분한 후 분자만 비교하면 됩니다.,1과 3/5를 소수로 변환하면 얼마인가요?
p_0337,orca,5,1,분수의 덧셈과 뺄셈,쉬움,"세 사람이 케이크를 먹고 있습니다. 샤이니영은 1/3, 석기는 1/4, 우영은 1/5을 먹었습니다. 누가 가장 많은 케이크를 먹었나요?",샤이니영,분모가 다른 분수의 크기를 비교하려면 어떻게 해야 할까요?,"3, 4, 5의 최소공배수는 무엇인가요?",통분 후 분자만 비교하면 됩니다. 분자는 각각 얼마인가요?,세 사람이 먹은 케이크의 총량은 전체 케이크의 몇 분의 몇인가요?
p_0338,orca,5,1,분수의 덧셈과 뺄셈,쉬움,"한 상자에 크레용 120개가 들어 있습니다. 크레용의 3분의 1은 새 것이고, 20%는 부러졌으며, 나머지는 약간 사용한 것입니다. 약간 사용한 것은 몇 개인가요?",56개,새 크레용의 개수를 먼저 구해보세요. 전체 크레용의 1/3이 새 것입니다.,부러진 크레용의 개수를 구해보세요. 전체 크레용의 20%가 부러졌습니다.,전체 크레용에서 새 크레용과 부러진 크레용을 빼면 약간 사용한 크레용의 개수를 알 수 있습니다.,"한 상자에 연필 150자루가 들어 있습니다. 연필의 2/5는 새 것이고, 15%는 부러졌으며, 나머지는 약간 사용한 것입니다. 약간 사용한 연필은 몇 자루인가요?"
p_0339,orca,5,1,분수의 덧셈과 뺄셈,쉬움,아서는 여름 동안 일정 페이지를 끝내야 한다는 것을 알고 있습니다. 그는 500페이지 분량의 책을 80% 읽었고 1000페이지 분량의 책을 1/5 읽었습니다. 그는 200페이지를 더 읽어야 합니다. 여름 동안 몇 페이지를 더 읽어야 할까요?,800,각 책에서 읽은 페이지 수를 먼저 계산해 보세요.,500의 80%와 1000의 1/5을 계산한 후 더하세요.,이미 읽은 페이지와 남은 페이지를 합해 총 목표량을 구하세요.,"영희는 300페이지 책의 60%를 읽고, 400페이지 책의 1/4을 읽었습니다. 목표를 달성하려면 150페이지를 더 읽어야 합니다. 영희의 여름 독서 목표는 몇 페이지인가요?"
p_0340,orca,5,1,분수의 덧셈과 뺄셈,쉬움,"한 상자에 120개의 크레용이 들어 있습니다. 크레용의 3분의 1은 새 것이고, 20%는 부러졌으며, 나머지는 약간 사용한 것입니다. 약간 사용한 크레용은 몇 개입니까?",56개,새 크레용과 부러진 크레용의 수를 먼저 구해보세요.,"새 크레용은 전체의 1/3, 부러진 크레용은 20%입니다.",총 수에서 새 것과 부러진 것을 빼면 나머지가 약간 사용한 크레용입니다.,"한 상자에 150개의 연필이 있습니다. 40%는 새 것이고, 1/5은 부러졌으며, 나머지는 약간 사용한 것입니다. 약간 사용한 연필은 몇 개입니까?"
p_0341,orca,5,1,분수의 덧셈과 뺄셈,쉬움,"예설은 오늘 13/10시간, 영준은 22/15시간 운동했습니다. 예설과 영준 중 누가 더 오래 운동했나요?",영준이 더 오래 운동했습니다.,두 분수를 같은 형태로 바꿔서 비교해보세요.,분수를 소수로 변환하거나 공통 분모를 찾아 비교해보세요.,13/10과 22/15 중 어느 쪽이 더 큰지 계산해보세요.,"다음 분수 중 가장 큰 값을 찾아보세요: 7/8, 11/12, 15/16"
p_0342,orca,5,1,분수의 덧셈과 뺄셈,쉬움,150명의 학생 중 60%는 여학생이고 나머지는 남학생입니다. 남학생 중 1/3만 대표팀 클럽에 가입했습니다. 남학생 중 대표팀 클럽에 가입하지 않은 학생은 몇 명인가요?,40명,먼저 전체 남학생 수를 구해보세요.,남학생 중 대표팀 클럽에 가입한 학생 수를 분수로 계산해보세요.,전체 남학생 수에서 가입한 학생 수를 빼면 답을 구할 수 있습니다.,200명의 학생 중 30%가 안경을 씁니다. 안경을 쓴 학생 중 1/4은 남학생입니다. 안경을 쓴 남학생은 몇 명인가요?
p_0343,orca,5,1,분수의 덧셈과 뺄셈,쉬움,"학생 수가 400명인 학교에서 120명의 학생이 무용을 선택 과목으로, 일정 수의 학생이 미술을 선택 과목으로, 20%의 학생이 음악을 선택 과목으로 수강합니다. 얼마나 많은 학생들이 미술을 선택 과목으로 수강하나요?",200명,음악 수강 학생 수를 먼저 구해보세요.,"무용, 음악 수강 학생 수의 합을 구한 후 총 학생 수에서 빼보세요.",계산 과정에서 400 - (120 + 80)을 정확히 수행하세요.,"학생 수가 500명인 학교에서 150명이 체육을, 100명이 미술을, 나머지 학생이 음악을 선택했을 때 음악 수강 학생 수는 몇 명인가요?"
p_0344,orca,5,1,분수의 덧셈과 뺄셈,쉬움,줄리안은 80명의 페이스북 친구가 있습니다. 60%는 남자이고 일정 비율은 여자입니다. 보이드는 여자 친구가 남자 친구보다 두 배 더 많고 총 100명의 친구가 있습니다. 보이드의 친구 중 36%가 남자라면 줄리안의 친구 중 여자 친구는 몇 퍼센트일까요?,40%,줄리안의 남자 친구 수를 먼저 구해보세요.,여자 친구 수는 총 친구 수에서 남자 친구 수를 빼면 됩니다.,여자 친구 비율을 백분율로 계산해보세요.,보이드에게는 여자 친구가 남자 친구보다 두 배 더 많습니다. 보이드의 여자 친구 수를 계산해보세요.
p_0345,orca,5,1,분수의 덧셈과 뺄셈,쉬움,한 변의 길이가 13/12미터(m)인 정삼각형의 모든 변의 합은 얼마입니까?,"=""13/4 m""",정삼각형은 세 변의 길이가 같아요. 각 변의 길이를 어떻게 더해야 할까요?,분모가 같은 분수의 덧셈 방법을 떠올려 보세요. 13/12를 세 번 더하면 어떻게 될까요?,계산 결과 39/12 m가 나왔습니다. 이 분수를 더 간단히 나타낼 수 있나요?,한 변의 길이가 5/6 m인 정삼각형의 둘레를 구하세요.
p_0346,orca,5,1,분수의 덧셈과 뺄셈,쉬움,"1.7, 1/5, 1/5, 1, 3/5, 3/8, 1.4의 7개의 숫자가 있습니다. 가장 큰 것부터 가장 작은 것까지 적었을 때 네 번째로 오는 숫자는 무엇일까요?","=""3/5""",분수를 소수로 바꾸어 비교하면 쉽습니다.,"1.7, 1.4, 1, 0.6, 0.375, 0.2, 0.2 순으로 정렬해 보세요.",네 번째 숫자는 0.6입니다. 이는 어떤 분수로 표현할 수 있을까요?,"다음 분수들을 소수로 변환하고 크기 순서대로 나열해 보세요: 5/8, 7/10, 2/3, 0.75"
p_0347,orca,5,1,분수의 덧셈과 뺄셈,중간,"지나는 400달러를 가지고 있었습니다. 지나는 엄마에게 돈의 1/4을 주고, 돈의 1/8을 옷 사는 데 썼고, 돈의 1/5을 자선 단체에 기부하고 나머지는 보관했습니다. 지나가 보관한 돈은 얼마였을까요?",170달러,각 분수 부분을 따로 계산한 후 합산해 보세요,"1/4, 1/8, 1/5을 소수로 변환해 계산할 수도 있습니다",통분 없이 각 분수를 개별적으로 계산한 후 총합을 빼는 방식으로 접근하세요,"민수는 600개의 사탕을 가지고 있습니다. 1/3은 친구에게 나눠주고, 1/5은 동생에게 주고, 1/10은 자신이 먹었습니다. 남은 사탕은 몇 개일까요?"
p_0348,orca,5,1,분수의 덧셈과 뺄셈,중간,"오드리의 키 라임 파이에는 키 라임 주스 1/4컵이 필요하지만, 그녀는 이 양을 두 배로 늘려 더 시큼하게 만드는 것을 좋아합니다. 각 키 라임은 주스 1큰술을 생산합니다. 1컵에 16큰술이 들어 있습니다. 오드리에게 몇 개의 키 라임이 필요하나요?",8개,먼저 원래 필요한 주스 양을 두 배로 늘려보세요.,컵 단위를 큰술 단위로 변환하려면 1컵=16큰술을 이용하세요.,각 키 라임이 1큰술을 생산한다는 점을 고려해 총 큰술 수를 계산하세요.,만약 오드리가 파이 3개를 만든다면 총 몇 개의 키 라임이 필요할까요?
p_0349,orca,5,1,분수의 덧셈과 뺄셈,중간,축구 경기가 시작될 때 경기장에는 600명의 관중이 있었습니다. 경기가 끝나기 전에 남학생의 4분의 1과 여학생의 8분의 1이 일찍 떠났습니다. 경기 시작 당시 여자아이들은 240명이었습니다. 경기의 끝을 보기 위해 몇 명이 남았나요?,480명,남학생과 여학생의 수를 먼저 구해보세요.,각각 떠난 인원을 분수로 계산해보세요.,전체 인원에서 떠난 인원을 빼면 남은 인원을 알 수 있습니다.,"경기장에 500명이 있었고, 남학생의 1/5과 여학생의 1/10이 떠났을 때 남은 인원은 몇 명인가요? (단, 여학생 수는 200명입니다.)"
p_0350,orca,5,1,분수의 덧셈과 뺄셈,중간,마지는 정원에 23개의 씨앗을 심었습니다. 씨앗 중 5개는 식물로 자라지 못했습니다. 남은 씨앗의 3분의 1은 자랐지만 다람쥐와 토끼에게 먹혔습니다. 먹지 않은 식물의 3분의 1은 잡초에 질식했습니다. 마지는 잡초를 뽑았지만 한 잡초의 꽃이 마음에 들어 정원의 일부로 식물을 키우기로 했습니다. 마지는 결국 9개의 식물을 가지게 되었습니다. 마지는 몇 개의 잡초를 뽑았나요?,3,먼저 자라지 못한 씨앗을 제외한 식물 수를 계산하세요.,다람쥐와 토끼에게 먹힌 식물과 잡초에 질식한 식물의 수를 구하세요.,최종 식물 수를 통해 마지가 정원에 남긴 잡초의 수를 유추하세요.,"마지는 정원에 20개의 씨앗을 심었습니다. 씨앗 중 4개는 자라지 못했고, 남은 씨앗의 1/4은 해충에 먹혔습니다. 해충에 먹히지 않은 식물의 1/5은 병에 걸렸습니다. 병에 걸리지 않은 식물 중 2개는 마지가 다른 정원으로 옮겼습니다. 마지는 현재 몇 개의 식물을 가지고 있나요?"
p_0351,orca,5,1,분수의 덧셈과 뺄셈,중간,"여름 피크닉에는 90명이 참석했습니다. 탄산음료 캔 50개, 탄산수 페트병 50개, 주스 유리병 50개가 있었습니다. 참석자의 절반은 탄산음료를, 3분의 1은 탄산수를, 주스의 5분의 4는 주스를 마셨습니다. 얼마나 많은 재활용 가능한 캔과 병이 수거되었나요?",115개,각 음료를 마신 사람 수를 분수로 계산해 보세요,주스는 인원 수가 아닌 병의 4/5가 소비되었음을 주의하세요,모든 재활용품(캔+병)의 합계를 구합니다,만약 주스 유리병 10개가 추가로 제공되었다면 재활용품은 총 몇 개가 될까요?
p_0352,orca,5,1,분수의 덧셈과 뺄셈,중간,"공동묘지에는 20개의 해골이 있습니다. 이 해골의 절반은 성인 여성이고 나머지 절반은 성인 남성과 어린이가 균등하게 나뉩니다. 성인 여성은 몸에 뼈가 20개이고 남성은 이보다 5개가 더 많으며 어린이는 성인 여성보다 절반이 적다면, 묘지에 있는 뼈의 수는 몇 개일까요?",375개,해골의 종류별 개수를 먼저 구해보세요. 성인 여성은 전체의 절반입니다.,성인 남성과 어린이는 나머지 절반을 균등하게 나눕니다. 각 성별의 뼈 수를 계산해보세요.,각 그룹의 총 뼈 수를 구한 후 모두 더해보세요.,"한 상자에 사과 12개와 배 18개가 들어 있습니다. 사과를 1/3만큼 먹고 배를 1/2만큼 먹었다면, 남은 과일은 총 몇 개인가요?"
p_0353,orca,5,1,분수의 덧셈과 뺄셈,중간,"조던은 나무에서 54개의 망고를 따냈습니다. 망고의 3분의 1은 잘 익은 상태였고 나머지 3분의 2는 아직 익지 않은 상태였습니다. 조던은 덜 익은 망고를 일부 보관하고 나머지는 유리병에 절인 후 여동생에게 주었습니다. 한 병을 채우려면 망고 4개가 필요하고 조던의 여동생이 절인 망고 5병을 만들 수 있다면, 조던은 덜 익은 망고를 몇 개 보관했을까요?",16개,먼저 전체 망고 중 덜 익은 망고가 몇 개인지 분수로 계산해 보세요.,"절인 망고를 만들기 위해 사용된 망고의 총 개수를 구한 후, 덜 익은 망고에서 빼 보세요.",계산 과정에서 분수의 곱셈과 자연수의 곱셈을 정확히 적용해야 합니다.,"민수는 48개의 사과를 수확했습니다. 사과의 1/4은 상했고, 나머지 중 1/3을 친구에게 주었습니다. 민수가 보관한 신선한 사과는 몇 개인가요?"
p_0354,orca,5,1,분수의 덧셈과 뺄셈,중간,한 상자에는 120장의 카드가 들어 있습니다. 카드의 2/5가 빨간색이고 나머지 카드는 검은색이며 나머지는 녹색입니다. 상자에는 32장의 녹색 카드가 있습니다. 빨간색 카드를 제거한 후 남은 카드 중 검은색 카드는 몇 퍼센트입니까?,약 55.56%,먼저 빨간색 카드가 몇 장인지 분수로 계산해 보세요.,빨간색 카드를 제거한 후 남은 카드에서 녹색 카드를 빼면 검은색 카드 수를 알 수 있습니다.,검은색 카드의 비율을 백분율로 나타내려면 100을 곱해야 합니다.,"한 상자에 150개의 공이 있습니다. 3/10은 파란색, 1/3은 빨간색, 나머지는 노란색입니다. 노란색 공을 제거한 후 남은 공 중 파란색 공의 비율은 몇 퍼센트인가요?"
p_0355,orca,5,1,분수의 덧셈과 뺄셈,중간,거너는 플러그 상자보다 20개가 적은 장갑 상자가 있습니다. 장갑 상자에는 150쌍의 장갑이 들어 있습니다. 그는 플러그 상자에 플러그를 몇 쌍 더 넣기로 결정하고 이제 플러그가 400개가 되었습니다. 그는 몇 쌍의 플러그를 더 추가했을까요?,70쌍,장갑 상자와 플러그 상자의 초기 쌍 수 차이를 먼저 구해보세요.,플러그는 쌍 단위로 구성되므로 개수와 쌍 수를 변환할 때 2를 곱하거나 나누어야 합니다.,"최종 플러그 개수에서 초기 플러그 개수를 뺀 후, 쌍 단위로 변환하면 정답을 구할 수 있습니다.","민수는 연필 120자루를 가지고 있고, 지우개는 연필보다 30자루 적게 가지고 있습니다. 민수가 지우개를 15자루 더 사서 총 100자루가 되었을 때, 지우개는 몇 자루 추가되었나요?"
